"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170.25904717637","2248.45036449683","1156.52854495764","634.938401584258","409.762251524819","497.307222678528","543.248963246472","573.598498068918","591.114376781768","578.924652970815","625.503227341883","624.555471332605","586.440648432386","622.582881402385","661.929679898088","798.544180515189","818.274997390362","918.181612522836","973.21714524559","851.338387705143","815.62798698571","896.948023835655","982.442415313472","959.801682347684","1045.97511363021","1084.52062940136","1043.09797203416","1105.96696981707","1072.33682481147","1163.09284675689","1233.30455891532","1271.52805556324","1347.59055747413","","",
"American Samoa","ASM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1567.0489962896","","","","","","","","","","","","","","1714.96080996964","1720.86771928502","1774.10550344896","1786.93821599922","","","","","","","","","","","","","","","","","",
"Australia","AUS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5047.63880316716","4925.05735551339","4960.57443467868","5171.29276055127","5127.43388651941","5138.24234027092","5429.944199086","5497.64639169812","5584.82787538452","5644.57987814369","5681.22885913159","5486.39455905443","5480.23464289818","5615.57675632995","5652.13037917952","5624.49561264785","5775.11675226564","5853.76413229662","5951.19291532561","5843.93312947132","5762.9435664152","5698.65597309349","5533.72233837943","5533.38146350965","5407.4382264583","5318.66679266228","5216.98867184459","5323.92858334601","5282.20664251934","5295.87164421938","5229.062652917","5070.76722733807","4889.62127856192","5077.04278018472","",
"Austria","AUT","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3240.45366951149","3415.50428957491","3245.8963821747","3256.11678131379","3234.79392759607","3374.07611625172","3580.79320121771","3550.91398526082","3607.0067907444","3592.17196845349","3570.94853169443","3758.79316326234","3771.71949185232","3956.93894640762","3974.50636807099","4084.35261902051","4105.07525027388","4010.09514877294","4027.90556617748","3819.49986886808","4065.04189639106","3927.58256477323","3899.1648418957","3924.82135403554","3750.34480080041","3795.51037374619","3797.16802222945","3839.94805232106","3717.62532112148","3765.98011899602","3546.32771195638","3726.61916635312","3465.29053401054","3324.72669124046","",
"Azerbaijan","AZE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3158.92272825814","3088.31328029663","2464.93313825551","2175.6175329618","1948.0597753184","1809.44915921154","1513.85470497375","1444.49013087356","1485.30877090791","1369.28240914717","1403.59874667104","1411.21434888717","1414.77602454642","1476.84102371293","1539.50003907972","1600.22780340266","1559.84917576741","1459.38898151201","1587.24837009442","1391.33099195543","1305.91209278641","1396.04478051641","1497.29486664714","1497.90257470252","1526.15877863995","1510.91856857889","1480.9342834589","1478.78418442924","1471.37027563956","1594.11077298348","1542.52180985426","1630.73477502983","1720.31588810935","","",
"Burundi","BDI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4804.34618527299","5002.44922314732","5042.29401936772","4897.97659266192","5185.9337354394","5261.8093544142","5527.62586906518","5533.73928264128","5620.64607760812","5610.79882111599","5662.98174716427","5606.17298271092","5397.64817804299","5609.48271408916","5615.40613034968","5549.63760862596","5445.56547084695","5302.04532963844","5425.00683224834","5161.34227289199","5511.7845410221","5064.3293559452","4824.26721189629","5000.3761351143","4701.13625880154","4661.53453241131","4904.12819808335","4863.48372195372","4660.13377266864","4773.932613509","4358.9412773027","4793.0468713018","4333.0426748","3997.42195773972","",
"Benin","BEN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.609436799463","309.709863805906","307.698007930126","301.262670850293","296.5110317345","296.679128573565","336.540298422814","339.005955567862","324.253310224769","327.943290924178","274.581436432907","283.230273372813","294.724145806201","301.499151686105","305.279536303894","296.647429948477","339.270972775752","358.123373575729","355.191568797727","361.653717680842","363.74357481978","352.901249030589","346.220822053438","366.743087755895","367.294184971858","379.492026672934","409.038821084068","412.304352119196","423.283323822533","414.543641080217","426.185478700943","376.055295296953","375.820983649337","","",
"Burkina Faso","BFA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.693031083803","173.933403371987","174.239170181508","176.296720313514","173.37906285031","173.276562601483","162.026532515962","162.131858709877","160.958600981487","120.294478166027","122.87633161526","138.808404306933","140.366660183959","145.412202886927","149.202025520624","152.454065294215","160.051947053493","167.380496993818","168.80031087063","171.44988829824","227.93902505697","235.67491386243","249.069045065321","258.229706435665","264.949904576004","279.219982120516","271.615575346763","285.313799439353","299.913437292717","302.330693379864","263.88298802906","303.171853475007","312.929085804227","","",
"Bangladesh","BGD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.23933585512","110.466567421503","114.342298793574","117.010113116711","121.494605858892","128.845088533536","127.58062045112","130.68749269677","132.229468311487","134.80626588897","135.945727032601","148.255373268618","147.979643675058","153.143093984627","154.242895346549","159.825599702335","168.32467252269","174.011519357534","180.396452212736","187.659357547152","195.590116597033","200.299626883527","208.040539602777","218.935059190067","224.107149946033","237.713163558492","255.923548835134","260.880286120411","257.873889464682","273.340023331257","272.076572071717","292.487219529267","297.118356342706","","",
"Bulgaria","BGR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3216.95690387597","2593.62279780229","2394.69457031165","2588.55746644791","2518.11325421164","2745.16022347993","2745.50259738071","2505.6718035438","2437.14753376962","2230.75876662596","2276.85216577279","2419.77111113907","2410.06924541046","2489.50818804189","2439.63673677668","2599.1917342682","2696.78264240444","2665.00511750437","2647.46208110447","2337.23945196707","2393.89142256038","2592.51617710519","2493.2350032221","2319.40844484738","2447.96331654467","2566.46526638593","2521.31461755681","2627.07813312518","2640.81252169616","2628.47684344995","2517.25256562329","2760.96448580193","2888.48505138988","","",
"Bahrain","BHR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10576.1375209895","10671.794495852","11504.983995158","11627.9853884558","12068.5698908927","11537.6005741003","11566.1634942483","12331.2457338806","12558.2438388176","12575.7861396596","12833.272118279","12648.0885082095","12214.6865774264","11894.9484733033","11271.2138903395","11975.4282360997","11582.0205666291","11533.9934710843","11593.7971674415","10432.8967547383","10317.976004905","10624.3872166304","9996.52196196405","11219.433931134","10257.0253426946","10405.6390717453","9878.66504979139","9444.4239393348","9533.85538285247","10388.189018559","10832.91852134","10666.0574068433","10701.7927575092","0","",
"Bahamas, The","BHS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2338.57233506677","","","","","","","","","","","","","","1954.1941597848","2023.87945122625","2026.55184786509","2006.59998754719","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1577.4833806624","1416.82900102755","1050.6167812833","949.289118923978","385.207810762141","402.138722444913","450.357723524427","670.543668952792","818.903187407795","802.329947245603","1044.83032752066","1004.95066006105","1052.10768786264","1052.76815633322","1161.36225812454","1230.32229950965","1304.39455421949","1321.60129723785","1510.20925021027","1602.5317512912","1700.48373318065","1909.67028647304","1821.21222097011","1787.39246392599","1682.31287779308","1755.04377103361","1945.25475764264","1966.74296405564","2205.40019359849","2157.71633026544","2152.73018925591","2267.26088940872","2270.72637629896","","",
"Belarus","BLR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4457.4379398096","4341.55699714217","3619.90821413806","3078.21614120512","2618.94615391899","2431.09978098082","2506.79637741155","2511.70284864681","2472.95575538019","2419.74819135878","2471.64424935802","2496.01811483439","2560.5012580496","2652.43981373496","2760.11626065827","2776.99847069087","2974.24553406449","2925.85288440163","2939.40597422615","2789.00314061154","2895.6108099575","3081.68018120351","3219.42653369693","2870.32580279278","2923.57682069269","2660.14026759548","2639.09486268036","2692.58344898873","2849.29477344053","2748.96883661007","2673.86548599188","2929.27533668037","2862.48703453706","","",
"Belize","BLZ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","580.1852782451","","","","","","","","","","","","","","570.507346662348","575.5529419335","597.475319406137","601.148260722729","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360.663520476773","363.520178605686","377.234087378018","396.453818977116","430.219973488726","474.617697341087","520.943557851368","560.060715697775","557.889760775457","536.548837322983","424.497392990293","444.570211427174","520.021917040091","524.19320800163","523.192178579792","567.496536227946","568.36995826632","570.3375548833","572.261293056089","586.284286067628","625.49842839535","660.399933602591","703.763401801031","699.363675306555","757.547132518494","748.85994552389","778.965230116872","800.888183667631","803.127890554365","795.54274549867","657.745469205531","757.863166521587","798.293220052314","","",
"Brazil","BRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942.317182249676","943.263545697103","937.431462820155","945.489101780969","980.074664998028","998.777374735819","1035.82555427523","1072.29461426603","1082.21810429873","1091.29495874763","1081.36193393467","1086.99299318566","1103.40127916211","1107.9739157885","1157.16905577095","1173.71585743449","1202.05933940304","1257.18369855417","1314.44467157094","1258.83931042818","1381.00123628752","1386.56123964361","1429.55235018298","1483.68231791026","1517.77055485822","1477.71135638764","1411.50090973164","1428.63671291905","1400.2173612336","1412.60729823853","1375.83163242979","1426.92356611297","1428.99253421834","1477.28505055306","",
"Barbados","BRB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1245.20778708495","","","","","","","","","","","","","","1402.92856661853","1451.40041532381","1474.06315508774","1478.1339388399","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6766.20265813163","7438.26203761683","7783.23273590893","7299.53266292428","6603.06657909867","7718.4147112912","7585.30865702678","7652.68069432589","7448.31277617827","7427.44777738284","7306.50805505588","6624.44570244008","6344.70953602184","7227.93461469148","6509.41375687627","6180.90186134327","8644.25613377398","8703.6654696927","9379.39547102847","7906.16450304433","8261.092768512","9699.3002516897","9446.07290658886","7399.88850699904","8529.79303823974","6437.00247398227","7008.28171997556","8385.25858976533","8304.04242825767","9219.80339333238","9175.89257228992","8962.62325631033","9537.0515607056","","",
"Bhutan","BTN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.9875832998183","","","","","","","","","","","","","","276.691507415332","308.219954220272","314.550260212075","359.542084843091","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","933.106112523037","924.832809645353","1036.20295145007","1009.96722747675","967.997722997679","965.686795328275","919.406030956662","942.69977403279","1040.82117578293","1051.85481318954","1070.36119676312","1060.85132722236","1057.52604830958","1035.71768168865","1076.41144429025","1090.97560068282","1096.75774429819","1117.65874301485","1158.3591770162","1054.28611010741","1130.54992383335","1069.64525830171","1197.22154587787","1240.35333768798","1333.16636170484","1308.13445233238","1245.11570542658","1280.40747267283","1343.69847257232","1241.6779321074","1119.82959014247","1142.89798614093","1165.14968696121","","",
"Central African Republic","CAF","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7639.18628177217","7527.31028705705","7614.9047538367","7779.93806741774","7966.13072306719","7990.99772325978","8066.5844721199","8066.75904812541","7960.7272707037","8114.22609516065","8220.75720503648","8013.15675299588","7938.10751436397","8298.27338994069","8365.39046002705","8365.3924224549","8422.73319617476","8350.59173184808","8091.82989514456","7690.4463879463","7654.64112729243","7710.27068501778","7631.18783849186","7661.95220796422","7772.23483485271","7681.96398709014","7936.49539040876","8166.27117203823","8158.32963620489","8116.53873744093","7485.62249555932","7601.81611143617","7631.68862982975","7415.78101506054","",
"Central Europe and the Baltics","CEB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3096.34900527424","2844.62251740774","2619.82875751712","2612.60198016026","2507.84753404283","2613.5509797867","2702.89757516475","2643.57991186793","2521.25637295618","2398.70518193016","2381.7789875388","2463.92432408414","2488.20279463695","2575.75689670154","2584.47373033062","2629.49750034566","2703.24128359752","2711.277196661","2714.54343863796","2531.7014714579","2657.42387607066","2658.73808021099","2585.12927255697","2541.18525904017","2482.34521259181","2522.37782830162","2582.15720668092","2699.33954911948","2753.04242624112","2688.22692227163","2599.92726260747","2794.21002118799","2678.53495589746","2800.40202941074","",
"Switzerland","CHE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3617.21670838019","3623.74654312174","3606.20840062565","3479.20943929761","3482.93560412511","3405.68478072749","3459.89061670209","3513.12639714122","3544.34495422887","3533.47941266544","3466.50613217002","3658.06649907658","3537.53750331779","3524.60535957512","3513.04226751483","3469.41664326823","3600.20599088199","3391.3409304186","3477.48544667806","3457.21867251858","3318.95571135161","3176.9917293894","3171.28171104425","3269.24385629596","3026.6242803301","2923.00005538894","2814.41129043497","2803.65797229265","2800.07519567529","2850.88851765381","2687.91002178859","2617.78877900498","2591.24109964391","2515.37193120633","",
"Channel Islands","CHI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1042.63924696805","1048.54685125944","1115.74449791436","1125.82760632048","1192.35792309529","1262.61937956632","1378.90684276783","1523.53564987188","1557.21131062443","1633.86338932833","1623.48012689232","1574.84475911504","1612.43130205148","1612.22953620512","1699.73240740445","1735.08874376693","1788.47442583539","1836.95620548021","1801.2828820239","1735.83895157902","1795.6817303266","1937.32339633854","2123.49178972428","2177.50491871487","1946.21181666587","1968.30286182049","2070.46958170364","2065.97571745805","2067.9764736837","2154.35451877758","1946.16760616995","2032.98120427379","2117.77608061512","1959.70456752704","",
"China","CHN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769.601524864209","736.887203366372","752.66364174266","788.163387728662","816.196770764534","866.866179762295","881.664174708809","872.34261136951","868.328797325842","876.970192753192","897.492022576956","920.526583305115","972.216999100476","1101.68272310248","1246.88524780915","1366.34738144686","1486.39617489664","1591.57830388843","1626.04808980232","1725.32642300052","1895.95046239566","2023.72470452","2082.18610350339","2134.95604987416","2175.39434497632","2172.63043957296","2147.5478242754","2214.86726749259","2310.14470066159","2403.41507353211","2472.54314843967","2634.35668162948","2690.56034893867","","",
"Cote d'Ivoire","CIV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356.502117281303","352.461369088107","369.364695221915","367.602465008283","362.145601848293","346.984629535557","374.944288632764","368.164390395265","353.64180757645","408.120587715421","383.698511747895","359.274350379988","374.217410519231","345.063532585105","474.644512103845","479.367342054554","460.427068503443","484.162880249649","475.685968287363","426.33967683994","369.59298919728","412.202996239574","442.184553267778","446.309801337907","438.71877312695","383.892794978009","391.655583364613","392.585250514189","358.541401840133","364.149863069511","375.317183892023","468.414497630569","471.775424802239","","",
"Cameroon","CMR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439.606062625838","431.11357000305","423.490408119425","425.855803438794","428.433215568987","424.113046017593","423.04888018603","426.60075345789","427.346733797867","419.366598563602","425.839473286279","419.668248263033","429.502648089236","435.147080636702","437.082365532497","428.539594062507","385.035153073309","352.800578879997","345.872865150161","363.548840943917","356.141255871575","363.1696926603","368.67461829541","375.371615915553","395.092656580176","402.983607731397","400.082970120892","392.776292653391","392.392157002433","387.419411707774","386.883842275205","385.081685358061","384.104863153688","","",
"Congo, Dem. Rep.","COD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321.669866238426","311.51635511713","306.67618026523","301.831840128151","288.919935754659","288.923002560147","293.054190992552","293.452619115135","292.579860554724","283.698094549272","275.387991752247","275.762066091527","276.777259129011","278.852304991619","281.570244519871","283.637336009607","285.454693557021","287.041319589996","288.80618607177","288.416335052288","289.77384157959","297.445424445388","355.439956409565","357.441615003334","359.366872219799","358.542081264932","355.065446444122","342.47376862199","339.760214710945","334.541728823177","372.066377241717","394.033246290347","390.899911233015","","",
"Congo, Rep.","COG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.743815838523","335.659742797368","322.349269508601","314.902577029456","263.663445126073","292.673986038613","268.251017538648","251.271604579446","246.025608029408","235.74510235322","225.662303752435","243.309874139573","239.240008598283","274.55383829075","283.381960024439","293.789280034956","369.707983010852","316.33461657179","327.786840368286","359.405355169563","375.619909098947","484.212624823738","539.866446808636","553.991199731793","535.524998656392","552.356622008088","561.321718306384","548.018753920295","552.165155128985","582.586127914209","586.736109679603","588.291763608764","627.585966198745","","",
"Colombia","COL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","751.443375175586","744.950809773919","756.692177645212","773.243001936413","789.486387374589","786.060906677407","789.1677416685","753.130766301886","764.880546840087","676.067038601537","667.583045920418","656.363849955728","633.502528932254","637.730006109548","631.890053306001","652.562904286665","678.542899481449","666.0281887489","691.923098284556","714.941179061526","700.696762170174","710.261245359868","681.235570018512","881.628352144932","885.243525415168","887.262025874734","910.977529760876","859.140165402896","816.327425217962","887.289705460699","810.052298592826","872.65899160931","775.539070145279","782.304888065609","",
"Comoros","COM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1415663905282","","","","","","","","","","","","","","58.5496225271395","62.4286078251729","69.4498415055403","66.4584302518775","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.3680226301714","","","","","","","","","","","","","","185.660345870622","204.075322346248","207.854452975987","207.581773111107","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","537.209043385466","555.759825747086","699.747502406979","696.372672215343","669.457713366108","666.897511306574","654.286251523747","647.721666517138","630.181129897646","680.662081976","729.765643709357","721.224052506606","749.371708338678","788.059466397896","921.916666058511","908.919718136397","974.343838741737","1014.83038205","1006.22785721082","1002.15369604859","998.694530541271","992.84219730848","1017.65462461791","1060.1064484558","1064.11783400047","1024.45144520777","1001.15093508133","972.752740541664","950.307226341185","996.673606298647","948.979659241415","996.593947554107","1009.37503146896","966.971450362323","",
"Caribbean small states","CSS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","866.744997608338","","","","","","","","","","","","","","1002.17392335197","1055.3501118489","1054.68101257552","1048.87924485011","","","","","","","","","","","","","","","","","",
